,id,description,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,interval,host_id_count,properties_owned
6647,4790969,"Room in Brooklyn, 20 min from Manh",2052361,Katya,Brooklyn,Prospect-Lefferts Gardens,40.65627,-73.95936,Private room,50,3,50,2019-06-20,3,98,194.0,1,single
7571,5679557,Charming Brooklyn Brownstone Home - GREAT LOCATION,14513121,C.,Brooklyn,Park Slope,40.67731,-73.97475,Entire home/apt,180,3,21,2019-07-07,1,125,177.0,1,single
2631,1390532,Amazing Designer Loft in BK Factory,7503643,Vida,Brooklyn,Greenpoint,40.72456,-73.94343,Entire home/apt,129,30,7,2019-03-27,52,189,279.0,7,few
44347,34184572,3 Bedroom Apartment in Midtown - Amazing Deal,258097158,Kismet,Manhattan,Kips Bay,40.7436,-73.9768,Entire home/apt,311,1,12,2019-07-03,1,220,181.0,1,single
17356,13695031,Beautiful Chelsea Apartment with many amenties,52237758,Lara,Manhattan,Chelsea,40.74075,-73.99567,Entire home/apt,155,2,1,2016-06-27,1,0,1282.0,1,single
40179,31171380,Clean Affordable  Room #4,20120009,Jannices,Brooklyn,Bushwick,40.68895,-73.9062,Private room,38,1,3,2019-04-23,6,6,252.0,1,single
12489,9609246,Private bedroom w/Terrace,49720830,Sarah,Manhattan,Murray Hill,40.74899,-73.97301,Private room,119,1,1,2015-12-31,1,0,1461.0,1,single
22619,18291916,Cozy Brooklyn Apartment,33943711,Grace,Brooklyn,Clinton Hill,40.68775,-73.95997,Entire home/apt,150,4,8,2017-10-15,1,0,807.0,1,single
34936,27700332,Fam-Friendly Brooklyn Brownstone w. Vintage charm,2362991,Ashley,Brooklyn,Bedford-Stuyvesant,40.68398,-73.93464,Entire home/apt,139,2,6,2019-06-27,1,0,187.0,1,single
44519,34278936,Greenpoint - Sun Filled Room in Unique Loft Space,19344148,Alex,Brooklyn,Greenpoint,40.72563,-73.95656,Private room,65,2,15,2019-07-01,1,65,183.0,1,single
65,16421,Your Heaven in Hells Kitchen,63924,Mark,Manhattan,Hell's Kitchen,40.75979,-73.99119,Private room,52,30,191,2019-05-16,1,191,229.0,1,single
16136,13039122,Bk's Finest City life close to Transportation,50600973,Joyell,Brooklyn,Bushwick,40.69499,-73.9283,Private room,45,1,251,2019-06-20,7,69,194.0,2,few
258,63546,Large and Cozy Private Bedroom,308652,Antonín,Brooklyn,Kensington,40.64106,-73.97426,Private room,39,1,45,2019-05-16,2,365,229.0,1,single
24653,19811020,Upper East Side Space and Access!!,30245313,Jewel,Manhattan,Upper East Side,40.76775,-73.95371,Private room,187,1,6,2017-12-12,1,0,749.0,1,single
4274,2825322,nice room in bedstuy D,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68191,-73.95136,Private room,55,1,67,2019-06-28,15,307,186.0,2,few
24373,19622470,Chelsea Private Bedroom and Bathroom,3715206,Yaz,Manhattan,Chelsea,40.74837,-74.00228,Private room,100,2,12,2017-10-09,1,0,813.0,1,single
37583,29820510,Large bedroom with private  bathroom,224314859,Miki,Manhattan,Washington Heights,40.85358,-73.93526,Private room,90,3,3,2019-01-02,1,82,363.0,1,single
34380,27261168,Renovated Comfy 1 BDR in Prime Midtown~Close toALL,204348856,Ellie,Manhattan,Midtown,40.7562,-73.96796,Entire home/apt,125,1,35,2019-06-28,1,35,186.0,1,single
2525,1303515,Greenwich Village 1BR Fantastic Apt,430826,Dee,Manhattan,West Village,40.73384,-74.00462,Entire home/apt,140,14,51,2018-01-31,1,298,699.0,1,single
22461,18159825,"NYC4YOU  
Great location!!!",23187808,Theodore,Queens,Ditmars Steinway,40.77412,-73.9061,Entire home/apt,99,1,81,2019-06-20,1,202,194.0,1,single
7220,5285553,Beautiful Views from a Warm Home,2423067,Clara,Manhattan,East Harlem,40.79303,-73.93368,Entire home/apt,175,2,24,2019-03-11,2,0,295.0,1,single
9830,7561686,Cozy Large Studio - Yankee Stadium,39639929,John,Bronx,Concourse,40.82381,-73.92725,Entire home/apt,110,1,1,2015-08-08,1,0,1606.0,1,single
4175,2710442,"Charming studio, great location!!!",13871213,Monica,Brooklyn,Williamsburg,40.70666,-73.9506,Entire home/apt,135,2,2,2015-04-14,1,0,1722.0,1,single
24534,19731225,Entire 2 bedroom floor in owner occup Brownstone,71097702,Paula,Brooklyn,Park Slope,40.6815,-73.98028,Entire home/apt,290,30,48,2019-04-09,2,299,266.0,1,single
23650,19122672,VERY CLOSE MANHATTAN ( S ),47015275,Kathy,Queens,Elmhurst,40.74546,-73.88898,Private room,70,1,31,2019-06-01,2,89,213.0,1,single
37133,29516678,Harlem Heights Pearl Suite,39174150,Keanna,Manhattan,Harlem,40.8252,-73.95189,Private room,100,1,13,2019-06-11,3,71,203.0,1,single
16087,13000483,All New Garden Apartment,1261588,Julian,Brooklyn,Crown Heights,40.67968,-73.9595,Entire home/apt,155,30,132,2019-04-16,1,83,259.0,1,single
7153,5207973,Bright 2BD in East Village,26942242,Alfred,Manhattan,East Village,40.7295,-73.98623,Entire home/apt,230,2,1,2015-03-31,1,0,1736.0,1,single
692,256369,Alchemy BnB - room in artist loft,1348494,Pamela,Brooklyn,Cobble Hill,40.68946,-73.99385,Private room,98,4,216,2019-07-01,1,288,183.0,1,single
4591,3209866,"Cozy 1br - Fort Greene, Brooklyn",16258619,Folake,Brooklyn,Fort Greene,40.69802,-73.97614,Private room,120,3,1,2014-09-17,1,365,1931.0,1,single
43900,33933527,Beautiful Private Room in Upper East Side #8,1786901,Shai,Manhattan,Upper East Side,40.78222,-73.9456,Private room,95,3,3,2019-05-15,9,8,230.0,1,single
13009,9864926,GRAMERCY 1 BD APARTMENT - CENTRAL!!,50770601,Diana,Manhattan,Gramercy,40.73683,-73.97926,Entire home/apt,200,1,1,2016-06-06,5,335,1303.0,1,single
17851,13993376,SUNNY Spacious Oasis near Prospect Park!,6296368,Nancy,Brooklyn,Flatbush,40.63873,-73.95305,Private room,103,2,1,2016-09-01,1,0,1216.0,1,single
30006,23103116,New York Bedroom for rent in East Harlem,171629811,Arthur,Manhattan,East Harlem,40.79661,-73.93832,Private room,40,5,3,2018-03-20,1,0,651.0,1,single
45833,34973988,Cute studio in heart of LES. F train 3 mins away.,12642973,Christian,Manhattan,Lower East Side,40.72049,-73.98816,Entire home/apt,120,2,2,2019-06-23,1,67,191.0,1,single
45237,34621385,2 Bedroom in the heart of Bushwick,3899139,David,Brooklyn,Bushwick,40.70296,-73.92662,Entire home/apt,125,5,4,2019-06-24,1,18,190.0,1,single
40284,31236046,The Princess,233665357,Sandra,Bronx,Pelham Gardens,40.86723,-73.84285,Entire home/apt,67,7,2,2019-04-01,1,172,274.0,1,single
22727,18392309,Gem off of Prospect Park,7426741,Johanna,Brooklyn,Windsor Terrace,40.65044,-73.97296,Private room,60,2,3,2017-07-02,1,0,912.0,1,single
4849,3452835,"Artsy, Garden Getaway in Central Brooklyn",666862,Amy,Brooklyn,Clinton Hill,40.68266,-73.96743,Entire home/apt,100,2,45,2016-11-27,1,0,1129.0,1,single
33136,26139590,Safe upscale zone master bedroom close to subway,15838559,Weimin,Queens,Forest Hills,40.71357,-73.85138,Private room,59,60,4,2018-08-03,4,0,515.0,1,single
31132,24162261,Spacious 1st floor apartment.,83377687,Fernando,Queens,Jackson Heights,40.75436,-73.85696,Entire home/apt,135,2,46,2019-06-25,2,141,189.0,1,single
4147,2679171,"Cozy, close to everything in NY  :)",1091875,Jovana,Queens,Long Island City,40.74627,-73.94666,Private room,95,2,126,2019-06-29,1,39,185.0,1,single
32239,25215426,Magic Brooklyn townhouse room fit for a wizard,189075482,Chloe,Brooklyn,Cypress Hills,40.68074,-73.89157,Private room,85,1,1,2019-05-20,3,0,225.0,1,single
42571,33044727,Lovely Budget Private Room 20 min to city,52140932,Diana And Peter,Brooklyn,Bedford-Stuyvesant,40.6833,-73.95008,Private room,65,2,4,2019-05-08,7,347,237.0,2,few
34622,27462063,Luxurious West Village Studio with Zen Garden,21888830,Jordan,Manhattan,West Village,40.73495,-74.00402,Entire home/apt,190,30,5,2019-04-01,1,130,274.0,1,single
31964,24945323,Cozy 1 Bedroom on Upper West Side,164724867,Kevin,Manhattan,Upper West Side,40.78922,-73.97398,Entire home/apt,175,2,8,2019-06-02,1,1,212.0,1,single
28134,21945454,Pretty two-bed pre-war apartment in Brooklyn,11322502,Kimberly,Brooklyn,Bedford-Stuyvesant,40.68885,-73.95296,Entire home/apt,142,2,5,2018-04-29,1,0,611.0,1,single
891,322604,Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,1651591,Todd,Brooklyn,Williamsburg,40.71819,-73.95414,Private room,95,2,160,2019-07-02,2,79,182.0,2,few
36355,28918211,B1. Shared room for 4 guests,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,40.66151,-73.9455,Shared room,30,2,5,2019-04-20,6,365,255.0,1,single
42856,33271828,Urban Oasis Junior,2522815,Tricia,Brooklyn,Sunset Park,40.664,-73.99233,Entire home/apt,135,2,4,2019-07-04,2,296,180.0,1,single
16343,13142258,"Great 1 BR, 17 minutes to Times Square!",65652567,Wayne,Queens,Woodside,40.74377,-73.9024,Entire home/apt,125,2,156,2019-06-25,1,263,189.0,1,single
7512,5615835,"Nice Room with Loft Bed- Manhattan, East Village",29106164,Christina,Manhattan,East Village,40.72805,-73.98415,Private room,75,3,32,2019-05-24,1,72,221.0,1,single
7769,5891777,Cozy 1BD side apartment w/parking,18014128,Inessa,Staten Island,Great Kills,40.5517,-74.14636,Entire home/apt,65,5,62,2019-05-21,1,336,224.0,1,single
42705,33154669,Center Located OneBedroom CloseTo LGA Train7/E/F,90131587,Yu Qun,Queens,Elmhurst,40.73716,-73.87957,Entire home/apt,109,2,3,2019-05-26,1,0,219.0,1,single
8193,6316666,Sunny private room in Park Slope,1231888,Alejandra,Brooklyn,Park Slope,40.67173,-73.97724,Private room,70,1,1,2015-07-01,1,0,1644.0,1,single
12986,9858642,NYC Midtown West  2-BR Apt near Theater District!,30283594,Kara,Manhattan,Midtown,40.76704,-73.98153,Entire home/apt,369,30,1,2016-01-20,121,345,1441.0,8,few
5091,3661168,Private Room in Williamsburg,3344830,Caitlin,Brooklyn,Williamsburg,40.71202,-73.96665,Private room,65,5,2,2015-01-04,1,0,1822.0,1,single
17191,13617449,Morningside Heights: Comfy and Cozy 1 BR,32219748,JacQueline,Manhattan,Morningside Heights,40.81005,-73.9572,Entire home/apt,105,5,2,2016-08-29,1,0,1219.0,1,single
368,105510,Private 1-Bedroom Apt in Townhouse,322716,Alex,Brooklyn,Crown Heights,40.67086,-73.94872,Entire home/apt,100,30,15,2019-01-05,5,282,360.0,1,single
20181,16158270,"Studio w/EIK & Backyard, 23 Minutes to Manhattan",105310740,Margareth,Brooklyn,Bedford-Stuyvesant,40.68301,-73.95305,Entire home/apt,76,30,7,2019-06-29,3,310,185.0,1,single
25513,20420152,Charming Studio in Upper East Side,121141431,Juan Ignacio,Manhattan,Upper East Side,40.77265,-73.94833,Entire home/apt,115,2,6,2018-04-15,1,0,625.0,1,single
25984,20746887,"Spacious bedroom, next to Subway, mins to park!",148590716,Ana,Manhattan,Inwood,40.86339,-73.92045,Private room,60,2,75,2019-06-24,1,332,190.0,1,single
44193,34096002,LIC luxury building with indoor pool and lounge,179875332,Tracy,Queens,Long Island City,40.74745,-73.93656,Private room,135,3,1,2019-05-22,1,0,223.0,1,single
47244,35652334,"Rooms in the new hipster area of Brooklyn, NYC 2",266998393,Hector,Brooklyn,Bushwick,40.69423,-73.91945,Private room,40,3,1,2019-07-02,3,96,182.0,1,single
29701,22814859,Cozy Private 1 Bedroom in a Shared Area,168619140,Terry,Brooklyn,Canarsie,40.63773,-73.91729,Private room,80,1,5,2019-02-16,2,0,318.0,1,single
1867,828685,Cute Room in Artist/Designers' Flat,1865527,Kayla,Brooklyn,Bedford-Stuyvesant,40.6938,-73.94698,Private room,70,1,37,2019-06-10,3,325,204.0,1,single
41026,31898581,THE BEST STASH SPOT,181346298,Tyqua,Manhattan,Lower East Side,40.71923,-73.97972,Private room,75,1,3,2019-06-30,1,364,184.0,1,single
4594,3212765,A single room  that converts  with bathroom,11837926,Anthony,Manhattan,Midtown,40.76429,-73.98043,Private room,125,7,17,2019-07-01,3,309,183.0,2,few
27569,21694908,Charming 1875 Victorian,801975,Elizabeth And Timothee,Brooklyn,Crown Heights,40.67764,-73.94493,Entire home/apt,175,3,38,2019-05-28,2,357,217.0,1,single
32970,26002676,Lovely one bedroom apartment in Wiliamsburg,15570509,Helen,Brooklyn,Williamsburg,40.70779,-73.95467,Entire home/apt,350,2,8,2019-05-19,1,129,226.0,1,single
21225,16851973,!!! Beautiful private room with backyard.,2092314,Valentin,Brooklyn,East Flatbush,40.6392,-73.94732,Private room,32,30,1,2017-07-30,7,124,884.0,1,single
41155,32012464,Half a block from the train! my private cozy room,239978864,Patricia,Queens,Jackson Heights,40.7489,-73.87549,Private room,50,2,20,2019-07-01,1,167,183.0,1,single
9300,7101296,Cute apartment in Upper West Side,37011739,Stacey,Manhattan,Upper West Side,40.79435,-73.9745,Entire home/apt,145,5,7,2018-08-01,1,0,517.0,1,single
13830,10445597,Cosy room in a Brooklyn brownstone,299236,Eleonora,Brooklyn,Bedford-Stuyvesant,40.68379,-73.9405,Private room,55,1,2,2019-05-19,1,365,226.0,1,single
43540,33711384,Sonder | Stock Exchange | Brilliant 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.7075,-74.01079,Entire home/apt,236,2,10,2019-06-17,327,319,197.0,23,few
33120,26134638,Beautiful 1 Bdrm w/ Large Private Patio,20659309,Emily,Brooklyn,Williamsburg,40.70901,-73.95471,Entire home/apt,168,2,5,2018-11-04,1,0,422.0,1,single
23543,19056694,Cozy and Sunny Williamsburg Apartment,34466355,Mai,Brooklyn,Williamsburg,40.71122,-73.93946,Entire home/apt,170,3,7,2018-01-02,1,0,728.0,1,single
4334,2906314,Sunny 1BR with Terrace/City Views,195783,Bradley,Brooklyn,Williamsburg,40.71264,-73.94017,Entire home/apt,169,4,33,2015-10-21,1,0,1532.0,1,single
23985,19343737,Spacious private BR-PRIME BUSHWICK. Roof access!,80603182,Daria,Brooklyn,Bushwick,40.7016,-73.91974,Private room,40,2,2,2018-05-17,1,0,593.0,1,single
15669,12653674,Charming Sun-lit Two-Story Apartment,68735532,Mike,Manhattan,Harlem,40.8181,-73.94632,Entire home/apt,136,1,30,2016-12-28,1,0,1098.0,1,single
11248,8720923,Sunny and Spacious Private Bedroom,41324442,Richard,Manhattan,Lower East Side,40.71971,-73.98494,Private room,90,4,59,2019-07-01,1,2,183.0,1,single
18614,14714093,Beautiful Apartment in the Heart of Harlem,29893675,Wendell,Manhattan,Harlem,40.82315,-73.93726,Private room,90,3,86,2018-06-18,2,38,561.0,1,single
33119,26134096,"LGA cozy apt, Close to Astoria, Manhattan, JFK",156948703,Asad,Queens,East Elmhurst,40.76956,-73.87347,Entire home/apt,99,1,94,2019-07-07,6,333,177.0,1,single
31804,24807368,Sunny 2BR Apt Near Columbia University,21573011,Lydia,Manhattan,Upper West Side,40.80001,-73.96459,Entire home/apt,180,2,15,2019-07-02,1,18,182.0,1,single
8086,6239508,Brooklyn New York City - JFK/LGA,32384960,Saf,Brooklyn,Cypress Hills,40.68465,-73.8684,Entire home/apt,130,1,94,2019-06-23,1,0,191.0,1,single
15690,12675052,Large sunny apartment nr Gramercy,54130816,Stephanie,Manhattan,Kips Bay,40.7398,-73.98208,Entire home/apt,150,4,2,2016-05-18,1,0,1322.0,1,single
15739,12730083,Elegant 2 Bdrm Apt W/ Add. 2 Rms on Lower Level,15089968,Anna,Queens,Richmond Hill,40.69961,-73.84158,Entire home/apt,250,3,40,2019-01-01,2,189,364.0,1,single
33657,26663094,"Great room in Bushwick, Brooklyn.",107579819,Tal,Brooklyn,Bushwick,40.69417,-73.92589,Private room,55,5,6,2019-05-01,2,0,244.0,1,single
33345,26350983,"Gorgeous One-Bed in Williamsburg, BK",39456887,Janie,Brooklyn,Williamsburg,40.71239,-73.96775,Entire home/apt,150,10,1,2018-08-08,1,0,510.0,1,single
8302,6385039,Historic room in renovated brownstone,2881,Loli,Brooklyn,Bedford-Stuyvesant,40.68473,-73.946,Private room,52,2,110,2019-07-01,2,220,183.0,1,single
10643,8185845,1-Bedroom Upper East Side Apartment!,30283594,Kara,Manhattan,Upper East Side,40.76391,-73.95938,Entire home/apt,249,30,2,2018-07-28,121,273,521.0,8,few
8582,6608246,Duplex Suite Sleeps 8,26415767,Christopher,Brooklyn,Sunset Park,40.6655,-73.99501,Entire home/apt,225,3,52,2019-06-25,1,297,189.0,1,single
28430,22066865,Midtown escape,76728828,Jenna,Manhattan,Murray Hill,40.74696,-73.9746,Entire home/apt,250,2,2,2018-10-14,1,0,443.0,1,single
21322,16973662,1st Floor in New (2flr) Williamsburg Apartment,17459413,Jenn,Brooklyn,Williamsburg,40.7138,-73.96043,Private room,98,13,14,2019-05-05,1,145,240.0,1,single
19576,15663344,Cozy Private Room in Williamsburg/Greenpoint Loft,20691787,Jeanne & Sara,Brooklyn,Greenpoint,40.72482,-73.95408,Private room,60,1,92,2018-12-23,1,0,373.0,1,single
26043,20783553,Lovely Room in a Large Williamsburg Apartment,49154612,Lindsay,Brooklyn,Williamsburg,40.71823,-73.94093,Private room,48,2,3,2018-05-28,1,0,582.0,1,single
26322,20981916,LONG TERM 3 BEDROOMS APARTMENT BROOKLYN NYC,52604429,Martin,Brooklyn,Bedford-Stuyvesant,40.69233,-73.94688,Entire home/apt,99,90,2,2019-03-24,2,170,282.0,1,single
19792,15846039,Affordable Private Spacious Room in Brooklyn,46382885,Peter,Brooklyn,East Flatbush,40.66011,-73.93202,Private room,33,2,119,2019-06-18,1,277,196.0,1,single
78,18590,Fort Greene Retreat on the Park,71512,Blaise,Brooklyn,Fort Greene,40.6932,-73.97267,Private room,95,3,143,2019-06-16,1,132,198.0,1,single
25742,20602769,Huge 2 BR & 2 Bth Duplex w/ Private Patio & Roof,24323380,Jonathan,Brooklyn,Bedford-Stuyvesant,40.69315,-73.9565,Entire home/apt,180,3,1,2017-12-16,1,0,745.0,1,single
20929,16570490,Sunny Room in Clinton Hill Brooklyn,11935009,Brandon,Brooklyn,Clinton Hill,40.68118,-73.96126,Private room,60,2,15,2018-06-29,1,0,550.0,1,single
19559,15644644,Queen bedroom with private bathroom in Brooklyn,72029809,Flavia,Brooklyn,Bedford-Stuyvesant,40.69364,-73.93303,Private room,89,5,1,2016-10-23,1,0,1164.0,1,single
35837,28440536,Chelsea Cabin,20480351,David,Manhattan,Chelsea,40.7404,-73.99485,Entire home/apt,200,3,21,2019-06-20,1,42,194.0,1,single
21929,17634485,Unique Prime Location NYC  Sleeps 6,99242527,Dina,Manhattan,Flatiron District,40.74074,-73.98573,Entire home/apt,255,3,90,2019-06-18,1,194,196.0,1,single
5482,3968610,Charming apt in Greenwich Village!,20567256,Marina,Manhattan,Greenwich Village,40.72818,-73.9981,Entire home/apt,140,1,37,2019-06-26,1,19,188.0,1,single
5274,3812222,"Suite w/private bath, Forest Hills",19597910,Ruth,Queens,Forest Hills,40.72356,-73.83982,Private room,125,2,128,2019-05-18,3,332,227.0,1,single
15334,12287479,Private bedroom facing street.,66215731,Eric,Brooklyn,Gowanus,40.67692,-73.98339,Private room,55,1,56,2019-06-18,2,281,196.0,1,single
24475,19696972,Stockton Studios,98093770,Dane,Brooklyn,Bedford-Stuyvesant,40.69545,-73.94839,Private room,44,3,13,2018-03-27,1,0,644.0,1,single
39607,30821795,UES Bliss,2793924,Tommy,Manhattan,Upper East Side,40.76909,-73.95479,Entire home/apt,140,4,4,2019-05-01,1,5,244.0,1,single
38294,30181945,Sonder | 180 Water | Premier 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Financial District,40.70771,-74.00641,Entire home/apt,229,29,1,2019-05-29,327,219,216.0,23,few
42697,33140984,COZY ROOM IN THE HEARTOF BROOKLYN (420 FRIENDLY),128369561,Frampton,Brooklyn,Bushwick,40.69544,-73.91012,Private room,46,1,7,2019-06-08,1,130,206.0,1,single
32104,25080137,Sun drenched loft like space with private yard,15820708,Arlene,Brooklyn,Williamsburg,40.70987,-73.94222,Private room,110,3,15,2019-06-23,2,254,191.0,1,single
25521,20425060,Warm and Inviting Getaway,71850281,Nikki,Brooklyn,Bedford-Stuyvesant,40.68861,-73.95214,Private room,50,5,22,2019-06-05,1,1,209.0,1,single
14429,11320246,Room for rent in East Village,47625541,Jeff,Manhattan,East Village,40.72152,-73.97999,Private room,65,2,4,2016-07-21,2,1,1258.0,1,single
44729,34375381,Some of the Best Food in all New York City,179857032,Nicholas,Brooklyn,Sunset Park,40.6394,-74.01655,Entire home/apt,82,3,2,2019-06-09,1,0,205.0,1,single
30089,23184420,Functional & fresh Manhattan male room longterm II,170263842,Sultan,Manhattan,Lower East Side,40.71172,-73.98864,Shared room,33,100,2,2018-12-20,4,320,376.0,1,single
43072,33429651,Nice and comfortable place for short stay.,251839479,Dieudonne,Bronx,Longwood,40.8279,-73.90516,Private room,100,2,2,2019-06-30,2,345,184.0,1,single
7926,6078788,"LES  3 BR Apt, CENTRALLY LOCATED!",1820750,Eric,Manhattan,Lower East Side,40.72004,-73.98896,Entire home/apt,257,3,11,2017-08-02,1,0,881.0,1,single
34334,27237512,*NO GUEST SERVICE FEE* Studio Suite with Free Continental Breakfast Daily,205031545,Red Awning,Manhattan,Midtown,40.75239,-73.96684,Entire home/apt,699,3,1,2019-03-31,49,204,275.0,5,few
42510,32991956,Charming cozy 1 bedroom in the heart of Greenpoint,4158712,Marina,Brooklyn,Greenpoint,40.73282,-73.95208,Entire home/apt,117,2,3,2019-06-23,1,15,191.0,1,single
46025,35035202,"Bronx, Little Italy, Arthur Ave, Fordham, Yanks.",256683560,Jorge,Bronx,Belmont,40.85539,-73.88769,Private room,69,1,3,2019-06-30,2,359,184.0,1,single
6376,4644669,Upper East Side,24046558,M David,Manhattan,Upper East Side,40.76358,-73.96464,Entire home/apt,325,5,64,2019-06-08,1,330,206.0,1,single
29924,23036845,Renovated with view 3 bed 2 bath big Balcony,113805886,Yaacov,Manhattan,Upper East Side,40.77742,-73.95149,Entire home/apt,300,31,1,2019-01-03,33,248,362.0,2,few
